id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
3732,Randy,1.0,"Stick with the 32GB model. First one got SMOKING hot about 1 minute after use, but it seemed to function. Then I installed it in my Samsung Galaxy Note II and it got hot in the phone. After a day it just quite all together, luckily I still had my 32GB and a backup of my data. Did an RMA and got a new one, which didn't get hot but died after less than a month of use. I'll wait until Lexar's 64GB comes down in price a bit and then try that one...but not this SanDisk one! Their 32GB seem to be ok though.",2013-03-06,642,0,0,0,0,0.0,0.0
3733,"Randy H. McKendry ""Randucci""",5.0,I bought this to increase the music capacity of my MP3 player.  As a bonus I can use the adapter with my old 8 GB Micro in my digital camera.,2013-02-28,648,0,0,0,0,0.0,0.0
3734,Randy Parchem,5.0,I work for Ready 2 Roll Pedicabs in Houston and we do a lot of promotional movies and put them on YouTube. We use this memory card for our full HD cam... So far we recorded 5 hour on full HD and still have plenty of space for more hours. It just took a few day when I received it in the mail.,2013-12-18,355,0,0,0,0,0.0,0.0
3735,Randy Poe,5.0,"Doing its thing, no complaints",2014-12-07,1,0,0,0,0,0.0,0.0
3736,Randy R.,5.0,I can use this in in a variety of devices with the included adapter. Seems to work great and seems to me to be very fast. Good value for the money.,2014-04-14,238,0,0,0,0,0.0,0.0
3737,Rani,5.0,"This card did an AMAZING job with holding my music on my phone. Videos played with ease and everything! Highly recommend this card to anyone. The SD card adapter also worked perfectly for me.I use this card on a Samsung Galaxy S2 (Epic 4G Touch, Sprint version). It works just fine on that phone even though the phone specs say it only holds up to 32gb. Just put the card in, go to your settings, fine SD and storage, and then scroll to this card and format the card. Once formatted, it'll work just as any other SD card.",2013-04-15,602,0,0,0,0,0.0,0.0
3738,Ranty,5.0,"this is a good, fast card, with plenty of capacity and it works great for additionals storage in a Microsoft Surface RT tablet.Hint: you can add the space to your windows libraries for a more seamless experience in the OS by creating a few empty, dummy folders on your C drive, then using the windows disk management console to map those folders to the folders on the card.Info on that here:[...]",2012-12-12,726,0,0,0,0,0.0,0.0
3739,rapple3,5.0,"This microSD card works as advertised.  My Samsung Galaxy S3 developed a problem with the SD card that was included with the purchase of the phone.  Once I replaced it, it's as good as new.",2013-09-07,457,0,0,0,0,0.0,0.0
3740,"R. A. Selkirk ""Bloodwolf""",1.0,"Got it on sale for an incredible price.  The only way I am likely to upgrade from this is if they come out with a 128g size.  64g is not necessary for my use, but at 128 I would be able to use it without worry of running out of space /and/ put my entire mp3 catalog on it as well.Update - about 4 months after I bought this and installed it in my Galaxy S2, it started causing some trouble for my phone.  At first I did not realize it was the micro sd card causing the problem, but it would occasionally have a status message saying something like ""Unmount the SD card before removing it to avoid corrupting your data"", and eventually it didn't even recognize that there was a card in there at all.  I put the old 1gb card back in and it works fine.  Put the 32gb card into the adapter, and put it into the computer's card reader... Nothing.  Wouldn't read it at all.I do back up my phone occasionally, maybe once a month, but lost everything; every photo and video I had taken of my new kitten since I got her because of this.  It is very surprising since Sandisk is usually quite reliable.  My wife has the same card in her phone, we got them around the same time, and hers is still working normally so far.YMMV, but always back up your data regularly (more than once a month) if you are taking a lot of pictures and video.",2013-02-27,649,0,0,0,0,0.0,0.0
3741,RASHAWN,5.0,Great,2014-12-07,1,0,0,0,0,0.0,0.0
3742,Raul Orozco,5.0,"so far working great, I'm using on my dell venue 8 pro and is working fine, no issues",2014-12-07,1,0,0,0,0,0.0,0.0
3743,"Raul Rodriguez Abud ""THE CRITIC""",5.0,"I download movies, pictures, music and I still have space in my sd card, my phone (galaxy s3) is a real and powerfull phone with 64 + 16 gigas.thank youraul",2013-04-18,599,0,0,0,0,0.0,0.0
3744,RawNerd,1.0,"Most of my reviews are positive.  This product failed (could not read on my device (a Galaxy S3) nor on my computer with 2 different readers) in less than 30 days.  The customer support is also unhelpful, as they would only replace the card after many questions, they would not provide a refund (I did not want a replacement of a card that failed so quickly).I would suggest buying a different card, it is not worth the hassle and lost data to save a couple of dollars with buying this one.",2013-02-07,669,1,0,1,1,1.0,0.2065493143772374
3745,Ray562,5.0,Disk is very small and it fits into one that fits your computer. So far it has enough room to store my driving time for the day.You then can download everything into your computer for viewing.,2014-07-03,158,0,0,0,0,0.0,0.0
3746,ray,5.0,"best buy wants almost a hundred dollars for this chip.it works perfectly in my samsung galaxy S111.  this is a outstanding phone.it was updated to jellybean 4.3.  it works flawlessly.i now have all the memory that i need in my phone.the sandisk warranty is outstanding.i doubt that i will ever have to use it.if you need to buy any chips,get them from amazon,they are much cheaper.best buy is getting greedy.",2013-12-17,356,0,0,0,0,0.0,0.0
3747,Ray,5.0,"YOU'LL NEED THE ADDED SPACE ONCE YOU START ENJOYING YOUR NEW GO-PRO ,SO WHY NOT GET THE BIGGER STORAGE ANYWAY",2014-01-04,338,0,0,0,0,0.0,0.0
3748,RayH,5.0,Purchased these to use in Contour Roam cameras. Records quality videos and downloads fast.  Highly recommend these cards for your micro SD card devices.,2013-11-01,402,1,0,1,1,1.0,0.2065493143772374
3749,Raymond Lancione,5.0,"Really fast SD card, large storage space.  Works perfect.I use it for all my music and photos.  No problems so far.  Nothing much to say about it besides that it does everything I need it to.",2013-04-04,613,0,0,0,0,0.0,0.0
3750,Raymond P.,5.0,"This seems to be a great MicroSDXC, as I would expect from SanDisk.  I have not tested read/write speed so I cannot comment on that.  I have it installed in my Lenovo ThinkPad 8 to provide extra storage, and it is doing what it is supposed to do.  Guess there is not much more you can say about an SD card.  I would expect it to work just as well in any device that is SDXC compatible.",2014-06-30,161,0,0,0,0,0.0,0.0
3751,raymond velez,5.0,Love the speed and quality of the card. Previous card worked slow and would freeze or force eject. All my problems are solved now,2014-11-01,37,0,0,0,0,0.0,0.0
3752,"Raymond W. Leung ""rwleung98""",5.0,I want to upgrade the memory to my Samsung Note II. It is great to be able to instantly double my storage capacity. I am waiting for the 128 GB to down in price.,2013-02-16,660,0,0,0,0,0.0,0.0
3753,Ray R,5.0,perfect memory card for cell phone use; great amount of storage and has really good read/write speeds. would recommend to others,2013-04-11,606,0,0,0,0,0.0,0.0
3754,Ray_TN,5.0,"Bought two of these to use in a pair of Galaxy S3 phones. Fit perfectly and were instantly recognized by the phones. Lots of room now for photos, etc. No problems at all thus far. I have quite a few SanDisk memory products, including their 128GB SS drive. All have been trouble-free, so I am hopeful.",2013-06-05,551,0,0,0,0,0.0,0.0
3755,Raziel Cohen,5.0,I don't have any complaints about this Micro SD Card. I ordered it for my Sony Action Camera and its so far been doing extreamly well.,2013-01-10,697,0,0,0,0,0.0,0.0
3756,"R. Bank ""Crown Jewels""",4.0,"4 stars for the excellent price and performance. Seems to be as advertised. Average copying speeds are around 18-20MB/s.Only gripe is that SanDisk doesn't include any extras - i.e. a plastic protective case, or bundle it with a SD Card reader. However, can understand why at this price point.",2013-01-13,694,0,0,0,0,0.0,0.0
3757,"rbhatta ""A Dinosaur you can trust!""",4.0,"The primary reason for buying this extra capacitySanDisk Ultra 64 GB microSDXC Class 10card was to use it inSamsung Galaxy Tab 2 (10.1-Inch Model GT-P5113)and I am happy to share that you can get this to work flawlessly after some initial glitches. (Read below)Firstly you need to be aware that the Samsung Tablet Model GT-P5113 currently runs with Android OS 4.1.1 with Kernel 3.0.31-523998 and Build number JRO03C.P5113UECLK7.(Jelly Bean) My experiences shared here are with that level of Android OS your experiences may vary depending on what version of OS you are running. The SanDisk Ultra 64 GB microSDXC card purchased from Amazon (Retail Packaging) gets recognized just fine however when the tablet's Media Device A.K.A 'MTP' application attempts to talk your PC via USB cable the Tablet simply reboots! and after that the card is presented to the PC. - Really strange indeed!This baffled me for couple of hours. Firstly, I attempted to format the card (exFAT) in PC and it formatted just fine. After that I attempted to use it in the tablet to see the same behavioral oddity of instantaneous reboot of the tablet as 'MTP' application tries to communicate with the PC. This made me investigate the issue further and I determined the root cause was the fact that SANDISK now seen to factory format the card with 'exFAT' but also somehow seen to include an 'offset' of 16MB at the beginning of the card which shows up as 16MB unallocated region in the initial sectors on this card under windows disk management tool.The solution is to get rid of that 'unallocated' 16MB partition on the card. You could do it in PC but that might require some windows command line experience and using 'diskpart' utility and what not and I do not want to confuse people here with that process. For most novice users The process should be very simple, Just insert the card on the tablet and use the 'native' SD Card format tool under 'settings' that Android OS 4.1.1 has and it will get rid of that 16MB partition and happily remount it. Now after this simple process the 'MTP' application works just fine with PC to transfer files to the SD card without any strange reboot phenomenon.Not sure why SANDISK formats their Class 10 card in this fashion (They never did it with their class 6 cards earlier) and there's gotta be some technical explanation for why they include that 16MB partition that only SANDISK can give. In the end if you reformat the card in the tablet (Which defaults to exFAT) the card is seen to work just fine.Bottomline:-----------This is an awesome 64GB capacity MicroSD card from a reputed manufacturer for budget minded people and gets the job done beautifully. The read and write speeds are adequate enough for most Audio,Video & picture file formats in a tablet. The glitch mentioned above forced me to give *Four* stars instead of *Five* stars but let that not stop you from making a decision to buy it.Highly recommended!Cheers!",2013-05-06,581,2,0,2,2,1.0,0.3423802275066531
3758,R. Briggs,5.0,"I purchased this because my Samsumg Galaxy S3 was getting full of pictures. It installed easy, works great and I have had no speed issues when writing or reading from it,",2013-03-20,628,0,0,0,0,0.0,0.0
3759,"RB ""ShogunX""",5.0,"I've had this memory card in my S3 for the past few months without any issues. The only problem I've had with this was when I initially copied the 30GB of data from my old card to this card. I had this connected to my laptop using a MicroSD USB adapter and the copies kept failing. I figured out that the card was overheating when writing a lot of data. I was able to copy the data by pointing a small desk fan towards the card adapter during the file copy process. That being said, I don't have any read/write problems due to overheating with the card installed in my phone. I've copied over a couple of gigs of movies to watch on some trips with the card installed in the phone without any failures. It may be that heat issue only occurs after pushing &#62;3GB of data at a time. The largest movie I copied to the phone was 2GB. Most of the other movies are just over a gig.The only prep work for use in my phone was the initial format when it was first installed. The card was recognized prior to the formatting but I had seen where others had read/write issues so the format was a preemptive move.",2013-02-01,675,0,0,0,0,0.0,0.0
